INDEX	KEYVALUE	LABEL	RED	GREEN	BLUE	ALPHA	HEMISPHERE	NETWORK	NETWORKKEY	NETWORKSORTEDORDER	GLASSERLABELNAME
569	7120	Frontoparietal-12_L-Cerebellum	255	255	0	255	L	Frontoparietal	7	454	NA
570	7130	Frontoparietal-13_L-Cerebellum	255	255	0	255	L	Frontoparietal	7	455	NA
571	7140	Frontoparietal-14_L-Cerebellum	255	255	0	255	L	Frontoparietal	7	456	NA
572	7150	Frontoparietal-15_L-Cerebellum	255	255	0	255	L	Frontoparietal	7	457	NA
573	7160	Frontoparietal-16_L-Cerebellum	255	255	0	255	L	Frontoparietal	7	458	NA
574	7170	Frontoparietal-17_L-Cerebellum	255	255	0	255	L	Frontoparietal	7	459	NA
575	7180	Frontoparietal-18_L-Cerebellum	255	255	0	255	L	Frontoparietal	7	460	NA
576	7190	Frontoparietal-19_L-Cerebellum	255	255	0	255	L	Frontoparietal	7	461	NA
577	7200	Frontoparietal-20_L-Cerebellum	255	255	0	255	L	Frontoparietal	7	462	NA
578	7210	Frontoparietal-21_L-Cerebellum	255	255	0	255	L	Frontoparietal	7	463	NA
579	7220	Frontoparietal-22_L-Cerebellum	255	255	0	255	L	Frontoparietal	7	464	NA
580	7230	Frontoparietal-23_L-Cerebellum	255	255	0	255	L	Frontoparietal	7	465	NA
581	7240	Frontoparietal-24_L-Cerebellum	255	255	0	255	L	Frontoparietal	7	466	NA
582	7250	Frontoparietal-25_L-Cerebellum	255	255	0	255	L	Frontoparietal	7	467	NA
583	7260	Frontoparietal-26_R-Cerebellum	255	255	0	255	R	Frontoparietal	7	477	NA
584	7270	Frontoparietal-27_R-Cerebellum	255	255	0	255	R	Frontoparietal	7	478	NA
585	7280	Frontoparietal-28_R-Cerebellum	255	255	0	255	R	Frontoparietal	7	479	NA
586	7290	Frontoparietal-29_R-Cerebellum	255	255	0	255	R	Frontoparietal	7	480	NA
587	7300	Frontoparietal-30_R-Cerebellum	255	255	0	255	R	Frontoparietal	7	481	NA
588	7310	Frontoparietal-31_R-Cerebellum	255	255	0	255	R	Frontoparietal	7	482	NA
589	7320	Frontoparietal-32_R-Cerebellum	255	255	0	255	R	Frontoparietal	7	483	NA
590	7330	Frontoparietal-33_R-Cerebellum	255	255	0	255	R	Frontoparietal	7	484	NA
591	7340	Frontoparietal-34_R-Cerebellum	255	255	0	255	R	Frontoparietal	7	485	NA
592	7350	Frontoparietal-35_R-Cerebellum	255	255	0	255	R	Frontoparietal	7	486	NA
593	7360	Frontoparietal-36_R-Cerebellum	255	255	0	255	R	Frontoparietal	7	487	NA
594	7370	Frontoparietal-37_R-Cerebellum	255	255	0	255	R	Frontoparietal	7	488	NA
595	7380	Frontoparietal-38_R-Cerebellum	255	255	0	255	R	Frontoparietal	7	489	NA
596	7390	Frontoparietal-39_L-Diencephalon	255	255	0	255	L	Frontoparietal	7	468	NA
597	7400	Frontoparietal-40_R-Diencephalon	255	255	0	255	R	Frontoparietal	7	490	NA
598	7410	Frontoparietal-41_L-Hippocampus	255	255	0	255	L	Frontoparietal	7	469	NA
599	7420	Frontoparietal-42_L-Pallidum	255	255	0	255	L	Frontoparietal	7	470	NA
600	7430	Frontoparietal-43_R-Pallidum	255	255	0	255	R	Frontoparietal	7	491	NA
601	7440	Frontoparietal-44_R-Pallidum	255	255	0	255	R	Frontoparietal	7	492	NA
602	7450	Frontoparietal-45_L-Putamen	255	255	0	255	L	Frontoparietal	7	471	NA
603	7460	Frontoparietal-46_R-Putamen	255	255	0	255	R	Frontoparietal	7	493	NA
604	7470	Frontoparietal-47_L-Thalamus	255	255	0	255	L	Frontoparietal	7	472	NA
605	7480	Frontoparietal-48_R-Thalamus	255	255	0	255	R	Frontoparietal	7	494	NA
606	8010	Auditory-01_L-Accumbens	250	62	251	255	L	Auditory	8	512	NA
607	8020	Auditory-02_R-Brainstem	250	62	251	255	R	Auditory	8	530	NA
608	8030	Auditory-03_L-Brainstem	250	62	251	255	L	Auditory	8	513	NA
609	8040	Auditory-04_L-Brainstem	250	62	251	255	L	Auditory	8	514	NA
610	8050	Auditory-05_LR-Brainstem	250	62	251	255	LR	Auditory	8	542	NA
611	8060	Auditory-06_L-Cerebellum	250	62	251	255	L	Auditory	8	515	NA
612	8070	Auditory-07_R-Cerebellum	250	62	251	255	R	Auditory	8	531	NA
613	8080	Auditory-08_L-Diencephalon	250	62	251	255	L	Auditory	8	516	NA
614	8090	Auditory-09_L-Diencephalon	250	62	251	255	L	Auditory	8	517	NA
615	8100	Auditory-10_L-Diencephalon	250	62	251	255	L	Auditory	8	518	NA
616	8110	Auditory-11_R-Diencephalon	250	62	251	255	R	Auditory	8	532	NA
617	8120	Auditory-12_R-Diencephalon	250	62	251	255	R	Auditory	8	533	NA
618	8130	Auditory-13_R-Diencephalon	250	62	251	255	R	Auditory	8	534	NA
619	8140	Auditory-14_L-Hippocampus	250	62	251	255	L	Auditory	8	519	NA
620	8150	Auditory-15_L-Hippocampus	250	62	251	255	L	Auditory	8	520	NA
621	8160	Auditory-16_L-Hippocampus	250	62	251	255	L	Auditory	8	521	NA
622	8170	Auditory-17_L-Hippocampus	250	62	251	255	L	Auditory	8	522	NA
623	8180	Auditory-18_R-Hippocampus	250	62	251	255	R	Auditory	8	535	NA
624	8190	Auditory-19_R-Hippocampus	250	62	251	255	R	Auditory	8	536	NA
625	8200	Auditory-20_L-Pallidum	250	62	251	255	L	Auditory	8	523	NA
626	8210	Auditory-21_L-Pallidum	250	62	251	255	L	Auditory	8	524	NA
627	8220	Auditory-22_R-Pallidum	250	62	251	255	R	Auditory	8	537	NA
628	8230	Auditory-23_L-Thalamus	250	62	251	255	L	Auditory	8	525	NA
629	8240	Auditory-24_L-Thalamus	250	62	251	255	L	Auditory	8	526	NA
630	8250	Auditory-25_L-Thalamus	250	62	251	255	L	Auditory	8	527	NA
631	8260	Auditory-26_L-Thalamus	250	62	251	255	L	Auditory	8	528	NA
632	8270	Auditory-27_L-Thalamus	250	62	251	255	L	Auditory	8	529	NA
633	8280	Auditory-28_R-Thalamus	250	62	251	255	R	Auditory	8	538	NA
634	8290	Auditory-29_R-Thalamus	250	62	251	255	R	Auditory	8	539	NA
635	8300	Auditory-30_R-Thalamus	250	62	251	255	R	Auditory	8	540	NA
636	8310	Auditory-31_R-Thalamus	250	62	251	255	R	Auditory	8	541	NA
637	9010	Default-01_L-Accumbens	255	0	0	255	L	Default	9	620	NA
638	9020	Default-02_R-Accumbens	255	0	0	255	R	Default	9	635	NA
639	9030	Default-03_LR-Brainstem	255	0	0	255	LR	Default	9	650	NA
640	9040	Default-04_LR-Brainstem	255	0	0	255	LR	Default	9	651	NA
641	9050	Default-05_L-Caudate	255	0	0	255	L	Default	9	621	NA
642	9060	Default-06_L-Caudate	255	0	0	255	L	Default	9	622	NA
643	9070	Default-07_L-Caudate	255	0	0	255	L	Default	9	623	NA
644	9080	Default-08_R-Caudate	255	0	0	255	R	Default	9	636	NA
645	9090	Default-09_R-Caudate	255	0	0	255	R	Default	9	637	NA
646	9100	Default-10_L-Cerebellum	255	0	0	255	L	Default	9	624	NA
647	9110	Default-11_L-Cerebellum	255	0	0	255	L	Default	9	625	NA
648	9120	Default-12_L-Cerebellum	255	0	0	255	L	Default	9	626	NA
649	9130	Default-13_L-Cerebellum	255	0	0	255	L	Default	9	627	NA
650	9140	Default-14_R-Cerebellum	255	0	0	255	R	Default	9	638	NA
651	9150	Default-15_R-Cerebellum	255	0	0	255	R	Default	9	639	NA
652	9160	Default-16_R-Cerebellum	255	0	0	255	R	Default	9	640	NA
653	9170	Default-17_R-Cerebellum	255	0	0	255	R	Default	9	641	NA
654	9180	Default-18_L-Diencephalon	255	0	0	255	L	Default	9	628	NA
655	9190	Default-19_L-Diencephalon	255	0	0	255	L	Default	9	629	NA
656	9200	Default-20_R-Diencephalon	255	0	0	255	R	Default	9	642	NA
657	9210	Default-21_R-Diencephalon	255	0	0	255	R	Default	9	643	NA
658	9220	Default-22_R-Diencephalon	255	0	0	255	R	Default	9	644	NA
659	9230	Default-23_L-Hippocampus	255	0	0	255	L	Default	9	630	NA
660	9240	Default-24_L-Hippocampus	255	0	0	255	L	Default	9	631	NA
661	9250	Default-25_R-Hippocampus	255	0	0	255	R	Default	9	645	NA
662	9260	Default-26_R-Hippocampus	255	0	0	255	R	Default	9	646	NA
663	9270	Default-27_L-Thalamus	255	0	0	255	L	Default	9	632	NA
664	9280	Default-28_L-Thalamus	255	0	0	255	L	Default	9	633	NA
665	9290	Default-29_L-Thalamus	255	0	0	255	L	Default	9	634	NA
666	9300	Default-30_R-Thalamus	255	0	0	255	R	Default	9	647	NA
667	9310	Default-31_R-Thalamus	255	0	0	255	R	Default	9	648	NA
668	9320	Default-32_R-Thalamus	255	0	0	255	R	Default	9	649	NA
669	10010	Posterior-Multimodal-01_L-Amygdala	177	89	40	255	L	Posterior-Multimodal	10	659	NA
670	10020	Posterior-Multimodal-02_R-Amygdala	177	89	40	255	R	Posterior-Multimodal	10	672	NA
671	10030	Posterior-Multimodal-03_R-Brainstem	177	89	40	255	R	Posterior-Multimodal	10	673	NA
672	10040	Posterior-Multimodal-04_R-Brainstem	177	89	40	255	R	Posterior-Multimodal	10	674	NA
673	10050	Posterior-Multimodal-05_L-Brainstem	177	89	40	255	L	Posterior-Multimodal	10	660	NA
674	10060	Posterior-Multimodal-06_L-Brainstem	177	89	40	255	L	Posterior-Multimodal	10	661	NA
675	10070	Posterior-Multimodal-07_R-Brainstem	177	89	40	255	R	Posterior-Multimodal	10	675	NA
676	10080	Posterior-Multimodal-08_L-Brainstem	177	89	40	255	L	Posterior-Multimodal	10	662	NA
677	10090	Posterior-Multimodal-09_LR-Brainstem	177	89	40	255	LR	Posterior-Multimodal	10	687	NA
678	10100	Posterior-Multimodal-10_L-Cerebellum	177	89	40	255	L	Posterior-Multimodal	10	663	NA
679	10110	Posterior-Multimodal-11_L-Cerebellum	177	89	40	255	L	Posterior-Multimodal	10	664	NA
680	10120	Posterior-Multimodal-12_L-Cerebellum	177	89	40	255	L	Posterior-Multimodal	10	665	NA
681	10130	Posterior-Multimodal-13_L-Cerebellum	177	89	40	255	L	Posterior-Multimodal	10	666	NA
682	10140	Posterior-Multimodal-14_L-Cerebellum	177	89	40	255	L	Posterior-Multimodal	10	667	NA
683	10150	Posterior-Multimodal-15_R-Cerebellum	177	89	40	255	R	Posterior-Multimodal	10	676	NA
684	10160	Posterior-Multimodal-16_R-Cerebellum	177	89	40	255	R	Posterior-Multimodal	10	677	NA
685	10170	Posterior-Multimodal-17_R-Cerebellum	177	89	40	255	R	Posterior-Multimodal	10	678	NA
686	10180	Posterior-Multimodal-18_R-Cerebellum	177	89	40	255	R	Posterior-Multimodal	10	679	NA
687	10190	Posterior-Multimodal-19_R-Cerebellum	177	89	40	255	R	Posterior-Multimodal	10	680	NA
688	10200	Posterior-Multimodal-20_R-Cerebellum	177	89	40	255	R	Posterior-Multimodal	10	681	NA
689	10210	Posterior-Multimodal-21_L-Diencephalon	177	89	40	255	L	Posterior-Multimodal	10	668	NA
690	10220	Posterior-Multimodal-22_L-Diencephalon	177	89	40	255	L	Posterior-Multimodal	10	669	NA
691	10230	Posterior-Multimodal-23_L-Diencephalon	177	89	40	255	L	Posterior-Multimodal	10	670	NA
692	10240	Posterior-Multimodal-24_R-Diencephalon	177	89	40	255	R	Posterior-Multimodal	10	682	NA
693	10250	Posterior-Multimodal-25_R-Diencephalon	177	89	40	255	R	Posterior-Multimodal	10	683	NA
694	10260	Posterior-Multimodal-26_R-Diencephalon	177	89	40	255	R	Posterior-Multimodal	10	684	NA
695	10270	Posterior-Multimodal-27_R-Diencephalon	177	89	40	255	R	Posterior-Multimodal	10	685	NA
696	10280	Posterior-Multimodal-28_L-Thalamus	177	89	40	255	L	Posterior-Multimodal	10	671	NA
697	10290	Posterior-Multimodal-29_R-Thalamus	177	89	40	255	R	Posterior-Multimodal	10	686	NA
698	11010	Ventral-Multimodal-01_L-Amygdala	255	157	0	255	L	Ventral-Multimodal	11	692	NA
699	11020	Ventral-Multimodal-02_R-Amygdala	255	157	0	255	R	Ventral-Multimodal	11	694	NA
700	11030	Ventral-Multimodal-03_L-Hippocampus	255	157	0	255	L	Ventral-Multimodal	11	693	NA
701	11040	Ventral-Multimodal-04_R-Hippocampus	255	157	0	255	R	Ventral-Multimodal	11	695	NA
702	12010	Orbito-Affective-01_L-Accumbens	65	125	0	168	L	Orbito-Affective	12	702	NA
703	12020	Orbito-Affective-02_R-Accumbens	65	125	0	168	R	Orbito-Affective	12	711	NA
704	12030	Orbito-Affective-03_L-Caudate	65	125	0	168	L	Orbito-Affective	12	703	NA
705	12040	Orbito-Affective-04_R-Caudate	65	125	0	168	R	Orbito-Affective	12	712	NA
706	12050	Orbito-Affective-05_L-Diencephalon	65	125	0	168	L	Orbito-Affective	12	704	NA
707	12060	Orbito-Affective-06_L-Diencephalon	65	125	0	168	L	Orbito-Affective	12	705	NA
708	12070	Orbito-Affective-07_R-Diencephalon	65	125	0	168	R	Orbito-Affective	12	713	NA
709	12080	Orbito-Affective-08_R-Diencephalon	65	125	0	168	R	Orbito-Affective	12	714	NA
710	12090	Orbito-Affective-09_L-Pallidum	65	125	0	168	L	Orbito-Affective	12	706	NA
711	12100	Orbito-Affective-10_L-Pallidum	65	125	0	168	L	Orbito-Affective	12	707	NA
712	12110	Orbito-Affective-11_L-Pallidum	65	125	0	168	L	Orbito-Affective	12	708	NA
713	12120	Orbito-Affective-12_R-Pallidum	65	125	0	168	R	Orbito-Affective	12	715	NA
714	12130	Orbito-Affective-13_R-Pallidum	65	125	0	168	R	Orbito-Affective	12	716	NA
715	12140	Orbito-Affective-14_L-Putamen	65	125	0	168	L	Orbito-Affective	12	709	NA
716	12150	Orbito-Affective-15_L-Putamen	65	125	0	168	L	Orbito-Affective	12	710	NA
717	12160	Orbito-Affective-16_R-Putamen	65	125	0	168	R	Orbito-Affective	12	717	NA
718	12170	Orbito-Affective-17_R-Putamen	65	125	0	168	R	Orbito-Affective	12	718	NA
