INDEX	KEYVALUE	LABEL	RED	GREEN	BLUE	ALPHA	HEMISPHERE	NETWORK	NETWORKKEY	NETWORKSORTEDORDER	GLASSERLABELNAME
570	9050	Default-05_LR-Brainstem	255	0	0	255	LR	Default	9	573	NA
571	9060	Default-06_LR-Brainstem	255	0	0	255	LR	Default	9	574	NA
572	9070	Default-07_LR-Brainstem	255	0	0	255	LR	Default	9	575	NA
573	9080	Default-08_R-Caudate	255	0	0	255	R	Default	9	561	NA
574	9090	Default-09_L-Cerebellum	255	0	0	255	L	Default	9	550	NA
575	9100	Default-10_L-Cerebellum	255	0	0	255	L	Default	9	551	NA
576	9110	Default-11_R-Cerebellum	255	0	0	255	R	Default	9	562	NA
577	9120	Default-12_R-Cerebellum	255	0	0	255	R	Default	9	563	NA
578	9130	Default-13_L-Diencephalon	255	0	0	255	L	Default	9	552	NA
579	9140	Default-14_R-Diencephalon	255	0	0	255	R	Default	9	564	NA
580	9150	Default-15_L-Hippocampus	255	0	0	255	L	Default	9	553	NA
581	9160	Default-16_L-Hippocampus	255	0	0	255	L	Default	9	554	NA
582	9170	Default-17_L-Hippocampus	255	0	0	255	L	Default	9	555	NA
583	9180	Default-18_L-Hippocampus	255	0	0	255	L	Default	9	556	NA
584	9190	Default-19_R-Hippocampus	255	0	0	255	R	Default	9	565	NA
585	9200	Default-20_R-Hippocampus	255	0	0	255	R	Default	9	566	NA
586	9210	Default-21_R-Hippocampus	255	0	0	255	R	Default	9	567	NA
587	9220	Default-22_R-Hippocampus	255	0	0	255	R	Default	9	568	NA
588	9230	Default-23_L-Thalamus	255	0	0	255	L	Default	9	557	NA
589	9240	Default-24_L-Thalamus	255	0	0	255	L	Default	9	558	NA
590	9250	Default-25_R-Thalamus	255	0	0	255	R	Default	9	569	NA
591	9260	Default-26_R-Thalamus	255	0	0	255	R	Default	9	570	NA
592	9270	Default-27_R-Thalamus	255	0	0	255	R	Default	9	571	NA
593	10010	Posterior-Multimodal-01_R-Accumbens	177	89	40	255	R	Posterior-Multimodal	10	605	NA
594	10020	Posterior-Multimodal-02_L-Amygdala	177	89	40	255	L	Posterior-Multimodal	10	583	NA
595	10030	Posterior-Multimodal-03_L-Amygdala	177	89	40	255	L	Posterior-Multimodal	10	584	NA
596	10040	Posterior-Multimodal-04_LR-Brainstem	177	89	40	255	LR	Posterior-Multimodal	10	598	NA
597	10050	Posterior-Multimodal-05_LR-Brainstem	177	89	40	255	LR	Posterior-Multimodal	10	599	NA
598	10060	Posterior-Multimodal-06_LR-Brainstem	177	89	40	255	LR	Posterior-Multimodal	10	600	NA
599	10070	Posterior-Multimodal-07_LR-Brainstem	177	89	40	255	LR	Posterior-Multimodal	10	601	NA
600	10080	Posterior-Multimodal-08_LR-Brainstem	177	89	40	255	LR	Posterior-Multimodal	10	602	NA
601	10090	Posterior-Multimodal-09_LR-Brainstem	177	89	40	255	LR	Posterior-Multimodal	10	603	NA
602	10100	Posterior-Multimodal-10_LR-Brainstem	177	89	40	255	LR	Posterior-Multimodal	10	604	NA
603	10110	Posterior-Multimodal-11_L-Caudate	177	89	40	255	L	Posterior-Multimodal	10	585	NA
604	10120	Posterior-Multimodal-12_R-Caudate	177	89	40	255	R	Posterior-Multimodal	10	606	NA
605	10130	Posterior-Multimodal-13_L-Cerebellum	177	89	40	255	L	Posterior-Multimodal	10	586	NA
606	10140	Posterior-Multimodal-14_L-Cerebellum	177	89	40	255	L	Posterior-Multimodal	10	587	NA
607	10150	Posterior-Multimodal-15_L-Cerebellum	177	89	40	255	L	Posterior-Multimodal	10	588	NA
608	10160	Posterior-Multimodal-16_L-Cerebellum	177	89	40	255	L	Posterior-Multimodal	10	589	NA
609	10170	Posterior-Multimodal-17_L-Cerebellum	177	89	40	255	L	Posterior-Multimodal	10	590	NA
610	10180	Posterior-Multimodal-18_L-Cerebellum	177	89	40	255	L	Posterior-Multimodal	10	591	NA
611	10190	Posterior-Multimodal-19_R-Cerebellum	177	89	40	255	R	Posterior-Multimodal	10	607	NA
612	10200	Posterior-Multimodal-20_R-Cerebellum	177	89	40	255	R	Posterior-Multimodal	10	608	NA
613	10210	Posterior-Multimodal-21_R-Cerebellum	177	89	40	255	R	Posterior-Multimodal	10	609	NA
614	10220	Posterior-Multimodal-22_R-Cerebellum	177	89	40	255	R	Posterior-Multimodal	10	610	NA
615	10230	Posterior-Multimodal-23_R-Cerebellum	177	89	40	255	R	Posterior-Multimodal	10	611	NA
616	10240	Posterior-Multimodal-24_R-Cerebellum	177	89	40	255	R	Posterior-Multimodal	10	612	NA
617	10250	Posterior-Multimodal-25_L-Diencephalon	177	89	40	255	L	Posterior-Multimodal	10	592	NA
618	10260	Posterior-Multimodal-26_L-Diencephalon	177	89	40	255	L	Posterior-Multimodal	10	593	NA
619	10270	Posterior-Multimodal-27_R-Diencephalon	177	89	40	255	R	Posterior-Multimodal	10	613	NA
620	10280	Posterior-Multimodal-28_R-Diencephalon	177	89	40	255	R	Posterior-Multimodal	10	614	NA
621	10290	Posterior-Multimodal-29_L-Hippocampus	177	89	40	255	L	Posterior-Multimodal	10	594	NA
622	10300	Posterior-Multimodal-30_L-Putamen	177	89	40	255	L	Posterior-Multimodal	10	595	NA
623	10310	Posterior-Multimodal-31_L-Putamen	177	89	40	255	L	Posterior-Multimodal	10	596	NA
624	10320	Posterior-Multimodal-32_R-Putamen	177	89	40	255	R	Posterior-Multimodal	10	615	NA
625	10330	Posterior-Multimodal-33_L-Thalamus	177	89	40	255	L	Posterior-Multimodal	10	597	NA
626	10340	Posterior-Multimodal-34_R-Thalamus	177	89	40	255	R	Posterior-Multimodal	10	616	NA
627	11010	Ventral-Multimodal-01_R-Diencephalon	255	157	0	255	R	Ventral-Multimodal	11	623	NA
628	11020	Ventral-Multimodal-02_L-Hippocampus	255	157	0	255	L	Ventral-Multimodal	11	621	NA
629	11030	Ventral-Multimodal-03_L-Hippocampus	255	157	0	255	L	Ventral-Multimodal	11	622	NA
630	11040	Ventral-Multimodal-04_R-Hippocampus	255	157	0	255	R	Ventral-Multimodal	11	624	NA
631	12010	Orbito-Affective-01_L-Accumbens	65	125	0	168	L	Orbito-Affective	12	631	NA
632	12020	Orbito-Affective-02_R-Accumbens	65	125	0	168	R	Orbito-Affective	12	640	NA
633	12030	Orbito-Affective-03_L-Caudate	65	125	0	168	L	Orbito-Affective	12	632	NA
634	12040	Orbito-Affective-04_R-Caudate	65	125	0	168	R	Orbito-Affective	12	641	NA
635	12050	Orbito-Affective-05_L-Diencephalon	65	125	0	168	L	Orbito-Affective	12	633	NA
636	12060	Orbito-Affective-06_L-Diencephalon	65	125	0	168	L	Orbito-Affective	12	634	NA
637	12070	Orbito-Affective-07_R-Diencephalon	65	125	0	168	R	Orbito-Affective	12	642	NA
638	12080	Orbito-Affective-08_R-Diencephalon	65	125	0	168	R	Orbito-Affective	12	643	NA
639	12090	Orbito-Affective-09_R-Diencephalon	65	125	0	168	R	Orbito-Affective	12	644	NA
640	12100	Orbito-Affective-10_L-Pallidum	65	125	0	168	L	Orbito-Affective	12	635	NA
641	12110	Orbito-Affective-11_L-Pallidum	65	125	0	168	L	Orbito-Affective	12	636	NA
642	12120	Orbito-Affective-12_L-Pallidum	65	125	0	168	L	Orbito-Affective	12	637	NA
643	12130	Orbito-Affective-13_R-Pallidum	65	125	0	168	R	Orbito-Affective	12	645	NA
644	12140	Orbito-Affective-14_R-Pallidum	65	125	0	168	R	Orbito-Affective	12	646	NA
645	12150	Orbito-Affective-15_L-Putamen	65	125	0	168	L	Orbito-Affective	12	638	NA
646	12160	Orbito-Affective-16_L-Putamen	65	125	0	168	L	Orbito-Affective	12	639	NA
647	12170	Orbito-Affective-17_R-Putamen	65	125	0	168	R	Orbito-Affective	12	647	NA
648	12180	Orbito-Affective-18_R-Putamen	65	125	0	168	R	Orbito-Affective	12	648	NA
